augmented,original,category
"Sunslice technology is the result of over three years of research and development by two Belgian engineers, offering the world’s smallest solar charger and solar power bank with high solar performance in a compact and lightweight design.","The Sunslice technology Two Belgian engineers and over 3 years of research and development to offer the smallest solar charger & solar power bank in the world with high solar performance, compact and lightweight format.",1
"Two Belgian engineers spent over three years developing Sunslice, the smallest solar charger and power bank in the world, with great solar performance, all in a compact, lightweight design","The Sunslice technology Two Belgian engineers and over 3 years of research and development to offer the smallest solar charger & solar power bank in the world with high solar performance, compact and lightweight format.",1
"Thanks to the hard work of two Belgian engineers and over three years of R&D, Sunslice delivers the world’s smallest solar charger and power bank, packing high solar performance into a super compact and lightweight design!","The Sunslice technology Two Belgian engineers and over 3 years of research and development to offer the smallest solar charger & solar power bank in the world with high solar performance, compact and lightweight format.",1
"Sunslice technology, developed by two Belgian engineers over more than three years of research, offers the smallest solar charger and solar power bank in the world, combining high solar efficiency with a compact, lightweight design.","The Sunslice technology Two Belgian engineers and over 3 years of research and development to offer the smallest solar charger & solar power bank in the world with high solar performance, compact and lightweight format.",1
"With 15% efficiency, the Zenith's flexible CIGS cells are among the best performing flexible solar panels on the market. These cells were developed in California using cutting-edge technology.","The flexible CIGS cells of the Zenith, developed in California, offer some of the best performance available on the market for flexible solar panels with 15% efficiency.",1
"Our Zenith solar panels are made of CIGS cells that we created in California. They are super flexible and powerful, with 15% efficiency. That's one of the highest rates you can find for bendy solar panels.","The flexible CIGS cells of the Zenith, developed in California, offer some of the best performance available on the market for flexible solar panels with 15% efficiency.",1
"The Zenith's flexible CIGS cells, made in California, have 15% efficiency, the best for flexible solar panels. They bend and fit any surface, giving you more flexibility and performance for solar energy.","The flexible CIGS cells of the Zenith, developed in California, offer some of the best performance available on the market for flexible solar panels with 15% efficiency.",1
"The Zenith's flexible solar panels, made with CIGS cells from California, have some of the highest performance in the market. They can convert 15% of sunlight into electricity with their flexible design.","The flexible CIGS cells of the Zenith, developed in California, offer some of the best performance available on the market for flexible solar panels with 15% efficiency.",1
"The idea behind this project was born from the frustration of two engineering students, Henri & Geoffroy, who constantly faced the problem of low battery on their smartphones.","It all started with two passionate engineering students, Henri & Geoffroy, who wanted to stop smartphones running out of battery all the time.",1
"Henri & Geoffroy, two engineering students who love what they do, were tired of their phones dying on them. That's how they came up with this idea.","It all started with two passionate engineering students, Henri & Geoffroy, who wanted to stop smartphones running out of battery all the time.",1
"Henri & Geoffroy, two engineering students with a passion for solving problems, had a vision: to create a world where smartphones never run out of battery.","It all started with two passionate engineering students, Henri & Geoffroy, who wanted to stop smartphones running out of battery all the time.",1
